LATITUDE,LONGITUDE,STATE,CITY,NAME,OBJECTID,ID,ADDRESS,ZIP,TELEPHONE,TYPE,STATUS,COUNTY,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,WEBSITE,ALT_NAME,OWNER,BEDS,TRAUMA,HELIPAD
30.5233139,-97.81984631,TX,CEDAR PARK,BAYLOR SCOTT & WHITE EMERGENCY HOSPITAL AT CEDAR PARK,802,139778613,900 EAST WHITESTONE BOULEVARD,78613,(512) 684-4911,GENERAL ACUTE CARE,OPEN,WILLIAMSON,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.sw.org/location/cedar-park-emergency-medical-center,NOT AVAILABLE,PROPRIETARY,8,NOT AVAILABLE,N
31.79622875,-94.18916218,TX,CENTER,SHELBY REGIONAL MEDICAL CENTER,804,141675935,P. O. BOX 1749,75935,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,SHELBY,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,NOT AVAILABLE,NOT AVAILABLE,PROPRIETARY,-999,NOT AVAILABLE,Y
32.93068061,-97.30991228,TX,FORT WORTH,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,805,142076244,10864 TEXAS HEALTH TRAIL,76244,(682) 212-2000,GENERAL ACUTE CARE,OPEN,TARRANT,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,NOT AVAILABLE,NOT AVAILABLE,NON-PROFIT,74,NOT AVAILABLE,Y
33.58458954,-96.16663814,TX,BONHAM,SAM RAYBURN MEMORIAL VETERANS CENTER,806,14375418,1201 E 9TH ST,75418,(903) 583-2111,MILITARY,OPEN,FANNIN,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,http://www.northtexas.va.gov/,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,NOT AVAILABLE,N
29.51254941,-98.57491087,TX,SAN ANTONIO,ST LUKE'S BAPTIST HOSPITAL,808,50,7930 FLOYD CURL DR,78229,(210) 297-5000,GENERAL ACUTE CARE,OPEN,BEXAR,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.baptisthealthsystem.com/baptist-locations/st-luke's-baptist-hospital,NOT AVAILABLE,NON-PROFIT,282,NOT AVAILABLE,N
29.77236697,-95.19334666,TX,HOUSTON,EAST HOUSTON REGIONAL MED CTR,811,54,13111 EAST FWY,77015,(713) 393-2000,GENERAL ACUTE CARE,OPEN,HARRIS,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://easthoustonrmc.com/,NOT AVAILABLE,PROPRIETARY,131,NOT AVAILABLE,N
29.35182455,-98.53302117,TX,SAN ANTONIO,BAPTIST EMERGENCY HOSPITAL - ZARZAMORA,812,71678224,7719 IH 35 SOUTH,78224,(210) 572-2955,GENERAL ACUTE CARE,OPEN,BEXAR,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.baptistemergencyhospital.com/,NOT AVAILABLE,PROPRIETARY,8,NOT AVAILABLE,N
29.56350045,-95.38867972,TX,PEARLAND,MEMORIAL HERMANN PEARLAND HOSPITAL,813,72477584,16100 SOUTH FREEWAY,77584,(713) 413-6580,GENERAL ACUTE CARE,OPEN,BRAZORIA,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://mhmg.memorialhermann.org/,NOT AVAILABLE,NON-PROFIT,64,NOT AVAILABLE,Y
32.99919628,-96.75579418,TX,RICHARDSON,EMINENT MEDICAL CENTER,815,73275080,1351 W PRESIDENT BUSH HWY,75080,(817) 800-8353,GENERAL ACUTE CARE,OPEN,COLLIN,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://eminentmedicalcenter.com/,NOT AVAILABLE,PROPRIETARY,5,NOT AVAILABLE,N
40.76427432,-73.95659552,NY,NEW YORK,MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,816,117510021,1275 YORK AVENUE,10021,(212) 639-2000,SPECIAL,OPEN,NEW YORK,USA,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,https://www.mskcc.org/,NOT AVAILABLE,NON-PROFIT,514,NOT AVAILABLE,N
33.00140185,-96.77180156,TX,PLANO,STAR MEDICAL CENTER,818,73575075,4100 MAPLESHADE LANE,75075,(972) 265-1050,GENERAL ACUTE CARE,OPEN,COLLIN,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://starmedicalcenter.com/,NOT AVAILABLE,PROPRIETARY,7,NOT AVAILABLE,N
29.59427531,-98.29008482,TX,SCHERTZ,BAPTIST EMERGENCY HOSPITAL,819,73778154,16977 I-35 NORTH,78154,(210) 571-8400,GENERAL ACUTE CARE,OPEN,COMAL,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.baptistemergencyhospital.com/,NOT AVAILABLE,PROPRIETARY,8,NOT AVAILABLE,N
29.72200582,-98.06999717,TX,NEW BRAUNFELS,RESOLUTE HEALTH,820,73878130,555 CREEKSIDE CROSSING,78130,(830) 500-6602,GENERAL ACUTE CARE,OPEN,COMAL,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,https://www.resolutehealth.com/,NOT AVAILABLE,PROPRIETARY,128,NOT AVAILABLE,Y
32.88843795,-96.7665543,TX,DALLAS,FIRST BAPTIST MEDICAL CENTER,821,74275231,8111 MEADOW ROAD,75231,(972) 247-7767,GENERAL ACUTE CARE,OPEN,DALLAS,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.fbmcdallas.com/,NOT AVAILABLE,PROPRIETARY,16,NOT AVAILABLE,N
32.88377332,-96.75796427,TX,DALLAS,WALNUT HILL MEDICAL CENTER,822,74975231,7502 GREENVILLE AVENUE,75231,(972) 863-6000,GENERAL ACUTE CARE,CLOSED,DALLAS,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.walnuthillmc.com/,NOT AVAILABLE,PROPRIETARY,100,NOT AVAILABLE,N
41.25075354,-80.7324621,OH,WARREN,STEWARD HILLSIDE REHABILITATION HOSPITAL,823,123344484,8747 SQUIRES LANE NE,44484,(330) 841-3720,REHABILITATION,OPEN,TRUMBULL,USA,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.valleycareofohio.net/locations/hillside-rehabilitation-hospital,NOT AVAILABLE,PROPRIETARY,69,NOT AVAILABLE,N
41.11393419,-80.65840638,OH,YOUNGSTOWN,SELECT SPECIALTY HOSPITAL - YOUNGSTOWN,824,125744501,1044 BELMONT AVE,44501,(330) 480-6664,LONG TERM CARE,OPEN,MAHONING,USA,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://youngstown.selectspecialtyhospitals.com/,NOT AVAILABLE,PROPRIETARY,31,NOT AVAILABLE,Y
40.87740052,-84.47896695,OH,MIDDLE POINT,RIDGEVIEW HOSPITAL,825,125045863,17872 LINCOLN HIGHWAY,45863,(419) 968-2950,PSYCHIATRIC,OPEN,VAN WERT,USA,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://ridgeviewhospital.net/,NOT AVAILABLE,PROPRIETARY,86,NOT AVAILABLE,N
29.58990316,-95.63643615,TX,SUGAR LAND,MEMORIAL HERMANN SURGICAL HOSPITAL FIRST COLONY,827,75577479,16906 SOUTH WEST FREEWAY,77479,(281) 243-1000,GENERAL ACUTE CARE,OPEN,FORT BEND,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://memorialhermannfirstcolony.com/,NOT AVAILABLE,PROPRIETARY,6,NOT AVAILABLE,N
29.54477125,-95.12586399,TX,WEBSTER,BAY AREA REGIONAL MEDICAL CENTER,828,76177598,200 BLOSSOM STREET,77598,(281) 525-6530,GENERAL ACUTE CARE,OPEN,HARRIS,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.barmc.us/,NOT AVAILABLE,PROPRIETARY,170,NOT AVAILABLE,N
27.68604136,-97.37554712,TX,CORPUS CHRISTI,SOUTH TEXAS SURGICAL HOSPITAL,829,13079731,6130 PARKWAY DRIVE,79731,(361) 993-2000,GENERAL ACUTE CARE,OPEN,NUECES,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.nshinc.com,NOT AVAILABLE,PROPRIETARY,33,NOT AVAILABLE,Y
30.0005391,-95.56274483,TX,HOUSTON,FIRST TEXAS HOSPITAL,830,76577070,9922 LOUETTA RD,77070,(346) 206-2300,GENERAL ACUTE CARE,OPEN,HARRIS,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://firsttexashospitalcyfair.com/,NOT AVAILABLE,PROPRIETARY,50,NOT AVAILABLE,N
29.71103908,-95.35980642,TX,HOUSTON,HARRIS HEALTH SYSTEM QUENTIN MEASE HOSPITAL,831,76677004,3601 NORTH MACGREGOR WAY,77004,(713) 566-6874,GENERAL ACUTE CARE,OPEN,HARRIS,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,https://www.harrishealth.org/en/services/locations/pages/quentin-mease-medical-specialties.aspx,NOT AVAILABLE,NON-PROFIT,49,NOT AVAILABLE,N
27.85491733,-97.63542317,TX,CORPUS CHRISTI,THE CORPUS CHRISTI MEDICAL CENTER - NORTHWEST,834,79578410,13725 NORTHWEST BLVD,78410,(361) 767-4300,GENERAL ACUTE CARE,OPEN,NUECES,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://ccmedicalcenter.com/,NOT AVAILABLE,PROPRIETARY,89,NOT AVAILABLE,Y
32.90029252,-97.31392872,TX,FORT WORTH,MEDICAL CENTER OF ALLIANCE,836,80876177,3101 NORTH TARRANT PARKWAY,76177,(817) 639-1100,GENERAL ACUTE CARE,OPEN,TARRANT,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://medicalcityalliance.com/,MEDICAL CITY ALLIANCE,PROPRIETARY,55,NOT AVAILABLE,Y
39.18315586,-78.17239498,VA,WINCHESTER,WINCHESTER REHABILITATION CENTER,837,145622601,333 WEST CORK STREET,22601,(540) 536-5114,REHABILITATION,OPEN,WINCHESTER,USA,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,http://www.valleyhealthlink.com/Our-Locations/Inpatient-Outpatient-Rehabilitation/Winchester-Rehabilitation-Center-Inpatient-.aspx,NOT AVAILABLE,NOT AVAILABLE,-999,NOT AVAILABLE,N
36.72291339,-81.91212146,VA,ABINGDON,JOHNSTON MEMORIAL HOSPITAL,838,148224211,16000 JOHNSTON MEMORIAL DRIVE,24211,(276) 258-1000,GENERAL ACUTE CARE,OPEN,WASHINGTON,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,www.jmh.org,NOT AVAILABLE,NON-PROFIT,116,NOT AVAILABLE,Y
43.61558765,-116.1915765,ID,BOISE,ST. LUKE'S REHABILITATION,839,155683702,600 N. ROBBINS ROAD,83702,(208) 489-4444,REHABILITATION,OPEN,ADA,USA,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://healthandwelfare.idaho.gov/Portals/0/Medical/LicensingCertification/AlphaHospital.pdf,https://www.stlukesonline.org/health-services/service-groups/rehabilitation.,NOT AVAILABLE,NON-PROFIT,-999,NOT AVAILABLE,N
43.64832025,-114.350021,ID,KETCHUM,ST. LUKE'S WOOD RIVER MEDICAL CENTER,840,156083340,100 HOSPITAL DRIVE,83340,(208) 727-8800,SPECIAL,OPEN,BLAINE,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://healthandwelfare.idaho.gov/Portals/0/Medical/LicensingCertification/AlphaHospital.pdf,NOT AVAILABLE,NOT AVAILABLE,NON-PROFIT,25,NOT AVAILABLE,Y
39.96803205,-86.15870702,IN,CARMEL,FRANCISCAN ST FRANCIS HEALTH - CARMEL,841,157046032,12188 B NORTH MERIDIAN STREET,46032,(317) 705-4500,GENERAL ACUTE CARE,OPEN,HAMILTON,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,NOT AVAILABLE,NOT AVAILABLE,NON-PROFIT,6,NOT AVAILABLE,N
40.72827209,-111.8779698,UT,SALT LAKE CITY,MARIAN CENTER,845,166284115,451 EAST BISHOP FEDERAL LANE,84115,(801) 487-7557,CRITICAL ACCESS,CLOSED,SALT LAKE,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://gis.utah.gov/,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999,NOT AVAILABLE,N
37.61306643,-109.4824861,UT,BLANDING,BLUE MOUNTAIN HOSPITAL,846,166784511,802 SOUTH 200 WEST,84511,(435) 678-3993,CRITICAL ACCESS,OPEN,SAN JUAN,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://opendata.utah.gov/Health/Utah-Hospital-Characteristics/ierb-h3t5/data,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999,NOT AVAILABLE,N
34.62759832,-98.38424195,OK,LAWTON,LAWTON HOSPITAL,847,1173507,1515 LAWRIE TATUM ROAD,73507,(580) 354-5000,CRITICAL ACCESS,OPEN,COMANCHE,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.ihs.gov/findhealthcare/,http://lawton.oklahoma.ihs.gov/,NOT AVAILABLE,GOVERNMENT - FEDERAL,26,NOT AVAILABLE,Y
36.84541393,-76.30576791,VA,PORTSMOUTH,NAVAL MEDICAL CENTER PORTSMOUTH,848,16,620 JOHN PAUL JONES CIRCLE,23708,NOT AVAILABLE,MILITARY,OPEN,PORTSMOUTH,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,http://www.med.navy.mil/sites/NMCP2/Pages/Default.aspx,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,NOT AVAILABLE,Y
39.0640641,-94.5264144,MO,KANSAS CITY,VA MEDICAL CENTER - KANSAS CITY,850,7864128,4801 LINWOOD BLVD,64128,(816) 861-4700,MILITARY,OPEN,JACKSON,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,http://www.kansascity.va.gov/,NOT AVAILABLE,GOVERNMENT - FEDERAL,157,NOT AVAILABLE,Y
41.24253129,-95.9743765,NE,OMAHA,VA MEDICAL CENTER - OMAHA,851,9268105,4101 WOOLWORTH AVE,68105,(800) 451-5796,MILITARY,OPEN,DOUGLAS,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,http://www.nebraska.va.gov/,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,NOT AVAILABLE,N
44.97237352,-93.23194052,MN,MINNEAPOLIS,UNIVERSITY OF MINNESOTA MEDICAL CENTER-FAIRVIEW-EAST BANK-ER,852,58,500 HARVARD ST SE,55455,(612) 273-3000,GENERAL ACUTE CARE,OPEN,HENNEPIN,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.state.mn.us/divs/fpc/directory/providerselect.cfm,https://www.mhealth.org,NOT AVAILABLE,GOVERNMENT - STATE,-999,NOT AVAILABLE,Y
41.65282059,-88.21737981,IL,PLAINFIELD,EDWARD PLAINFIELD,853,69,24600 W 127TH ST,60585,(630) 527-3000,GENERAL ACUTE CARE,CLOSED,WILL,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.edward.org/plainfield,NOT AVAILABLE,NOT AVAILABLE,-999,NOT AVAILABLE,N
33.15366153,-97.05667447,TX,CORINTH,ATRIUM MEDICAL CENTER AT CORINTH,854,12078465,3305 CORINTH PARKWAY,78465,NOT AVAILABLE,LONG TERM CARE,CLOSED,DENTON,USA,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,http://www.atriumhealthcare.net,NOT AVAILABLE,PROPRIETARY,40,NOT AVAILABLE,N
32.8842895,-96.46622551,TX,ROCKWALL,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,855,44775032,3150 HORIZON ROAD,75032,(469) 698-1000,GENERAL ACUTE CARE,OPEN,ROCKWALL,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.phrtexas.com,NOT AVAILABLE,PROPRIETARY,50,NOT AVAILABLE,Y
29.92440962,-95.58824613,TX,HOUSTON,KINDRED HOSPITAL HOUSTON NORTHWEST,856,28277065,11297 FALLBROOK DRIVE,77065,(281) 517-1000,LONG TERM CARE,OPEN,HARRIS,USA,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.khhoustonnw.com/,NOT AVAILABLE,PROPRIETARY,84,NOT AVAILABLE,Y
29.72323923,-95.38702269,TX,HOUSTON,PLAZA SPECIALTY HOSPITAL,857,28677004,1300 BINZ STREET,77004,(713) 285-1000,LONG TERM CARE,OPEN,HARRIS,USA,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.plazaspecialtyhospital.com,NOT AVAILABLE,PROPRIETARY,65,NOT AVAILABLE,N
29.99867547,-95.27622266,TX,HUMBLE,ICON HOSPITAL,858,30177338,19211 MCKAY DRIVE,77338,(281) 883-5500,LONG TERM CARE,OPEN,HARRIS,USA,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.acuityhealthcare.net,NOT AVAILABLE,PROPRIETARY,42,NOT AVAILABLE,N
29.67408592,-97.6550844,TX,LULING,PAM SPECIALTY HOSPITAL OF LULING,859,36678648,200 MEMORIAL DRIVE,78648,(830) 875-8400,LONG TERM CARE,OPEN,CALDWELL,USA,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.warmsprings.org/our-facilities/hospitals/warm-springs-specialty-hospital-luling/,WARM SPRINGS SPECIALTY HOSPITAL OF LULING,PROPRIETARY,34,NOT AVAILABLE,N
31.98171367,-102.154371,TX,MIDLAND,ALLEGIANCE HEALTH CENTER PERMIAN BASIN,860,38679706,207 TRADEWINDS BOULEVARD,79706,(432) 699-3215,LONG TERM CARE,CLOSED,MIDLAND,USA,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,http://www.ahmgt.com/,NOT AVAILABLE,PROPRIETARY,48,NOT AVAILABLE,N
33.68784764,-95.54823349,TX,PARIS,DUBUIS HOSPITAL OF PARIS,861,41375460,820 CLARKSVILLE STREET,75460,(903) 737-3600,LONG TERM CARE,OPEN,LAMAR,USA,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.dubuis.org/CHRISTUSDubuisHospitalofParis,NOT AVAILABLE,NON-PROFIT,25,NOT AVAILABLE,Y
29.52248579,-98.55637881,TX,SAN ANTONIO,KINDRED HOSPITAL - SAN ANTONIO,862,46878229,3636 MEDICAL DRIVE,78229,(210) 616-0616,LONG TERM CARE,OPEN,BEXAR,USA,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.khsanantonio.com/,NOT AVAILABLE,PROPRIETARY,59,NOT AVAILABLE,N
29.60023248,-95.63826118,TX,SUGAR LAND,KINDRED HOSPITAL SUGAR LAND,863,49477479,1550 FIRST COLONY BOULEVARD,77479,(281) 275-6000,LONG TERM CARE,OPEN,FORT BEND,USA,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.khsugarland.com/,NOT AVAILABLE,PROPRIETARY,105,NOT AVAILABLE,N
29.64684751,-95.58827701,TX,STAFFORD,ATRIUM MEDICAL CENTER,864,50077477,11929  WEST AIRPORT BOULEVARD,77477,(281) 207-8200,LONG TERM CARE,OPEN,FORT BEND,USA,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.atriummedicalcenter.com,NOT AVAILABLE,PROPRIETARY,68,NOT AVAILABLE,N
28.85499709,-97.02196107,TX,VICTORIA,PAM SPECIALTY HOSPITAL OF VICTORIA NORTH,865,55077904,102 MEDICAL DRIVE,77904,(361) 576-6200,LONG TERM CARE,OPEN,VICTORIA,USA,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.warmsprings.org/our-facilities/hospitals/post-acute-medical-specialty-hospital-victoria/,NOT AVAILABLE,PROPRIETARY,26,NOT AVAILABLE,Y
31.11828493,-97.39929271,TX,TEMPLE,BAYLOR SCOTT & WHITE CONTINUING CARE HOSPITAL,866,139976502,546 KEGLEY ROAD,76502,(254) 215-0900,LONG TERM CARE,OPEN,BELL,USA,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.sw.org/location/temple-cch,NOT AVAILABLE,NON-PROFIT,50,NOT AVAILABLE,N
30.01682787,-99.11477579,TX,KERRVILLE,"KERRVILLE VA HOSPITAL, STVHCS",867,14178028,3600 MEMORIAL BLVD,78028,(866) 487-1653,MILITARY,OPEN,KERR,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,http://www.southtexas.va.gov/,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,NOT AVAILABLE,Y
32.23103861,-101.4727695,TX,BIG SPRING,"GEORGE H. O'BRIEN, JR. VA MEDICAL CENTER",868,14279720,300 VETERANS BLVD,79720,(432) 263-7361,MILITARY,OPEN,HOWARD,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,http://www.bigspring.va.gov/,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,NOT AVAILABLE,Y
31.07640423,-97.34757981,TX,TEMPLE,OLIN E. TEAGUE VETERANS' MEDICAL CENTER,869,15276504,1901 VETERANS MEMORIAL DR,76504,(254) 778-4811,MILITARY,OPEN,BELL,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,http://www.centraltexas.va.gov/,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,NOT AVAILABLE,Y
31.51145557,-97.16414014,TX,WACO,DORIS MILLER DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,870,15676711,4800 MEMORIAL DR,76711,(254) 752-6581,MILITARY,OPEN,MCLENNAN,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,http://www.centraltexas.va.gov/,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,NOT AVAILABLE,N
26.17104215,-97.66727696,TX,HARLINGEN,VA HEALTH CARE CENTER (HCC) AT HARLINGEN,871,15878550,2601 VETERANS DR,78550,(956) 291-9000,MILITARY,OPEN,CAMERON,USA,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,http://www.texasvalley.va.gov/,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,NOT AVAILABLE,N
21.67656379,-157.9542967,HI,KAHUKU,KAHUKU MEDICAL CENTER,873,896731,56-117  PUALALEA ST,96731,(808) 293-9221,LONG TERM CARE,OPEN,HONOLULU,USA,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://data.hawaii.gov/Health/Hospitals-in-Hawaii/rwns-g4bn/data,http://www.hhsc.org/oahu/kahuku/index.html,NOT AVAILABLE,GOVERNMENT - STATE,21,NOT AVAILABLE,Y
30.04449762,-95.22998414,TX,KINGWOOD,KINGWOOD PINES HOSPITAL,874,32677339,2001 LADBROOK DRIVE,77339,(281) 404-1001,PSYCHIATRIC,OPEN,HARRIS,USA,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.kingwoodpines.com,NOT AVAILABLE,PROPRIETARY,116,NOT AVAILABLE,N
33.57294164,-101.8075028,TX,LUBBOCK,SUNRISE CANYON,875,35779408,1950 ASPEN AVENUE,79408,(806) 740-1400,PSYCHIATRIC,OPEN,LUBBOCK,USA,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.lubbockmhmr.org/sch/,NOT AVAILABLE,NON-PROFIT,30,NOT AVAILABLE,N
30.21159597,-97.79237579,TX,AUSTIN,AUSTIN OAKS HOSPITAL,876,134078745,1407 WEST STASSNEY LANE,78745,(512) 383-8939,PSYCHIATRIC,OPEN,TRAVIS,USA,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,NOT AVAILABLE,NOT AVAILABLE,PROPRIETARY,80,NOT AVAILABLE,N
32.6424243,-96.87476008,TX,DE SOTO,DALLAS BEHAVIORAL HEALTHCARE HOSPITAL LLC,877,135575115,800 KIRNWOOD DRIVE,75115,(972) 982-0897,PSYCHIATRIC,OPEN,DALLAS,USA,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.dallasbehavioral.com/,NOT AVAILABLE,PROPRIETARY,116,NOT AVAILABLE,N
